CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
CSE625,Advanced Asynchronous Systems,Graduate,3.0,NONE,NONE,NONE,"Formal specification and verification of asynchronous systems. Topics include concurrent programming, process algebras, logics for describing the properties of concurrent systems, and formal semantics of communication.
Prerequisite: CSE 535 or permission of instructor.",0.0,0.0
CSE626,Switching and Routing in Parallel and Distributed Systems,Graduate,3.0,NONE,NONE,NONE,"This course covers various switching and routing issues in parallel and distributed systems. Topics include message switching techniques, design of interconnection networks, permutation, multicast and all-to-all routing in various networking nonblocking, and rearrangable capability analysis and performance modeling.
Prerequisite: ESE 503 and 545 or CSE 502 and 547, or permission of instructor",0.0,0.0
CSE628,Natural Language Processing,Graduate,3.0,NONE,NONE,NONE,"The course offers computationally-oriented introduction to natural language processing (NLP). The focus is on modern quantitative techniques in NLP: algorithms and statistical approaches to word-level, syntactic, and semantic processing of natural language.  The choice of topics includes practically motivated questions in NLP such as (1) can we teach computers to automatically detect authorship of a document? (2) can computers automatically suggest paraphrases (phrases with similar meaning) to help with writing?
Prerequisite:  Familiarity with either Artificial Intelligence or Machine Learning is strongly recommended, but not absolutely required.
Limited to CSE Graduate Students
Fall and Spring, 3 Credits, ABCF Grading",0.0,0.0
CSE633,Computability and Undecidability,Graduate,3.0,NONE,NONE,NONE,"Computability theory based on Turing machines and recursive functions; proof by diagonalization and reducibility; unsolvable problems in set, group, number and language theory; reducibility orderings and degrees of unsolvability; priority methods and Post's problem.  Prerequisite:  CSE 540 or consent of instructor.
Spring",0.0,0.0
CSE638,Advanced Algorithms,Graduate,3.0,NONE,NONE,NONE,"This is an advanced course in the design and analysis of combinatorial algorithms, focusing on recent material and special topics, including randomized algorithms, approximation algorithms for NP-complete problems, string algorithms, amortized analysis of data structures, and heuristic methods such as simulated annealing. Material will be selected to have little or no overlap with traditional introductory algorithms courses.
Prerequisite: CSE 548 or permission of instructor",0.0,0.0
CSE639,Seminar in Advanced Topics in Computer Science,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE641,Seminar in Logic in Computer Science,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE642,Seminar in Algorithms,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE643,Seminar in Concurrency,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE644,Seminar in Databases,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE645,Seminar in Languages,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE646,Seminar in Artificial Intelligence,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE648,Seminar in Graphics,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE649,Seminar in Operating Systems,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE650,Seminar in Architecture,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE651,Seminar in Secure Computation,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE652,Seminar in User Interfaces,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE653,Seminar in Virtual Reality,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE654,Seminar in Visualization,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE655,Seminar in Natural Language Processing,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE656,Seminar in Computer Vision,Graduate,1.0,NONE,NONE,NONE,"Current readings in computer vision and image understanding.
Prerequisite: Limited to CSE graduate students; others need instructor consent
Fall,
May be repeated for credit",0.0,0.0
CSE657,Seminar in Design Analysis,Graduate,1.0,NONE,NONE,NONE,"Methods for constructing reliable and efficient computer systems. Topics include: modeling and specification, analysis and verification, design and optimization, code generation, simulation and testing. Tool support. Applications and case studies.
Prerequisite: Limited to CSE graduate students; others need instructor consent
Fall,
May be repeated for credit",0.0,0.0
CSE658,Seminar on Mobile and Wireless Networking,Graduate,1.0,NONE,NONE,NONE,"This seminar course will draw topics from mobile and wireless networks of current interest. The main focus will be multi-hop wireless networks. It will cover topics on mobile routing, multiple access and transport protocols for such networks. It will also cover topics from micromobility architectures and pervasive computing.
Prerequisites: Limited to CSE graduate students; others permission of instructor.
Fall,",0.0,0.0
CSE659,Seminar in Computer Security,Graduate,1.0,NONE,NONE,NONE,"Seminar course, covering various research problems in computer security.
Spring,",0.0,0.0
CSE660,Seminar in Sustainable Computing,Graduate,1.0,NONE,NONE,NONE,Seminar course which focuses on research in sustainable computing.,0.0,0.0
CSE661,Seminar in Data Privacy,Graduate,1.0,NONE,NONE,NONE,"Current research in Data Privacy.
Limited to CSE graduate students; others, permission of instructor.
Spring,",0.0,0.0
CSE662,Seminar in Medical Imaging,Graduate,1.0,NONE,NONE,NONE,,0.0,0.0
CSE663,Cyber Physical Systems and Verification,Graduate,1.0,NONE,NONE,NONE,Seminar course which focuses on research in Cyber-Physical Systems and Verification.,0.0,0.0
CSE664,Distributed Systems,Graduate,1.0,NONE,NONE,NONE,Seminar course which focuses on research in Distributed Systems.,0.0,0.0
CSE665,Special Topics in Theory of Computing,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE669,Special Topics in Databases,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE670,Special Topics in Languages,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE671,Special Topics in Artificial Intelligence,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE672,Special Topics in Image Processing,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE674,Special Topics in Operating Systems,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE677,Special Topics in User Interfaces,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE681,Special Topics in Computer Vision,Graduate,2.0,NONE,NONE,NONE,"Advanced research topics course.
Prerequisite: Limited to CSE graduate students; others need instructor consent
Fall,
May be repeated for credit",0.0,0.0
CSE684,Special Topics in Computer Security,Graduate,2.0,NONE,NONE,NONE,"Special topics course, covering selected research areas in computer security.
Spring,",0.0,0.0
CSE686,Special Topics in Data Privacy,Graduate,2.0,NONE,NONE,NONE,"Advanced research topics course.
Limited to CSE graduate students; others, permission of instructor.
Spring,",0.0,0.0
CSE687,Special Topics in Applied Cryptography,Graduate,2.0,NONE,NONE,NONE,,0.0,0.0
CSE690,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topics in computer science.  This course is primarily designed for PhD students, but can be taken by M.S. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others permission of instructor
Spring,",0.0,0.0
CSE691,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced course on a new topic in computer science.  This course is primarily designed for Ph.D. students, but can be taken by M.S. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  may be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others permission of instructor.
Spring,",0.0,0.0
CSE692,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in computer science.  This course is primarily designed for Ph.D. students, but can  be taken by M.S. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  may be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others permission of instructor.
Spring,",0.0,0.0
CSE693,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in Computer Science.  This course is primarily designed for Ph.D. students, but can be taken by M.S. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.   Limited to CSE graduate students; others permission of instructor.",0.0,0.0
CSE694,Seminar in Sustainable Computing,Graduate,1.0,NONE,NONE,NONE,"Sustainability is a societal problem that affects us all. With the recent emphasis on the adverse impact of carbon emissions from data centers, there is renewed interest from industry, government, and  acaemia in making computing more sustainable. This seminar course will cover recent advances in this space. Specifically, we will first discuss the nature of the problem and the cost of unsustainable data center operations, especially for Al workloads. We will then discuss factors that contribute to unsustainable operations in data centers and computing broadly, including operational and embedded carbon. The remaining of the course will focus on defining the problem, the metrics of sustainability in computing, and possible approaches to stem unsustainable computing in data centers, including  space-and time-scheduling of workloads to better leverage clean energy, lowering the compute demand of workloads, and harnessing latest hardware advances to reduce embodied carbon in computing.

This 1-credit seminar course will cover topics in computation sustainability, including (but not limited to):
- definition of computational sustainability, including components and metrics of sustainability used in research and practice
- current state of computational sustainability in data centers and for specific workloads, such as Al and ML training
- unsustainable practices in data centers and computing and reasons behind them
- survey of proposed solutions in literature and discussion

Students enrolling for the seminar will be expected to lead at least 2 weekly meetings by summarizing recent papers on computational sustainability, and to participate in all meeting discussions.",0.0,0.0
CSE695,Seminar in Deep Learning Theory,Graduate,1.0,NONE,NONE,NONE,"This course will cover some recent optimization theory as it relates to training deep neural networks, covering topics including:

- landscape analysis of overparameterized nonconvex networks
- implicit bias of gradient descent
- tools for computing generalization bounds
- the neural tangent kernel as an analysis tool

Students enrolling for the course will be expected to watch a handful of online lectures, lead at
least 1 weekly meeting which either summarizes a paper or an online lecture, and participate in
all meeting discussions.",0.0,0.0
CSE696,PhD Internship Project Off-Campus,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Participation in internships at private corporations, public agencies, or non-profit institutions. Students will be required to have a faculty coordinator as well as a contact in the outside organization to participate with them in regular consultations on the project, and to submit a final report to both. This course is intended for PhD students interning off campus.",0.0,0.0
CSE697,PhD Internship Project On Campus,Graduate,1.0,NONE,NONE,NONE,"Participation in internships at private corporations, public agencies, or non-profit institutions. Students will be required to have a faculty coordinator as well as a contact in the outside organization to participate with them in regular consultations on the project, and to submit a final report to both. This course is intended for PhD students interning on campus.",0.0,0.0
CSE698,Practicum in Teaching,Graduate,0.00 - 3.00,NONE,NONE,NONE,Supervised teaching in a course identified by the student and the Graduate Program Director.,1.0,1.0
CSE699,Dissertation Research on Campus,Graduate,0.00 - 9.00,NONE,NONE,NONE,"Thesis research for PhD students who have advanced to candidacy (G5 status).  This course is taken by students when a major portion of the research is done on campus, at Cold Spring Harbor, or at the Brookhaven National Lab.",0.0,0.0
CSE700,Dissertation Research off Campus - Domestic,Graduate,0.00 - 9.00,NONE,NONE,NONE,"Prerequisite: Must be advanced to candidacy (G5). Major portion of research will take place off-campus, but in the United States and/or U.S. provinces. Please note, Brookhaven National Labs and the Cold Spring Harbor Lab are considered on-campus.
All international students must enroll in one of the graduate student insurance plans and should be advised by an International Advisor.
Fall, Spring, Summer",0.0,0.0
CSE701,Dissertation Research off Campus - International,Graduate,0.00 - 9.00,NONE,NONE,NONE,"Prerequisite: Must be advanced to candidacy (G5). Major portion of research will take place outside of the United States and/or U.S. provinces.
Domestic students have the option of the health plan and may also enroll in MEDEX.
International students who are in their home country are not covered by mandatory health plan and must contact the Insurance Office for the insurance charge to be removed.
International students who are not in their home country are charged for the mandatory health insurance. If they are to be covered by another insurance plan they must file a waiver be second week of classes. The charge will only be removed if other plan is deemed comparable.
All international students must received clearance from an International Advisor.
Fall, Spring, Summer",0.0,0.0
CSE800,FT SUMMER RESEARCH,Graduate,0.0,NONE,NONE,NONE,,0.0,0.0
