CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
PHY689,Special Topics in Accelerator Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Recently we established the Center for Accelerator Physics with Vladimir Litvinenko appointed as Director (with a shared appointment at BNL), and with a second faculty position in accelerator physics being added in the near future, we expect that the number of students working on accelerator physics will increase significantly and there will be much more demand for courses in this area. For a long time accelerator physics courses have been taught as ""PHY 584: Special Topics in Nuclear Physics"", but this is improper use of the course listing. The purpose of this course is two-fold. First, it is a special topic course that is taught full time at Stony Brook. Second, it is special topics course which is taught in collaboration with the United States Particle Accelerator School (USPAS), which is taught on a rotating basis at various universities and National Laboratories in the US. If that is the case, students will prepare for the USPAS course during the semester, and will particioate in the USPAS school in the following Winter or Summer break. The grade for the course will be determined by the grade in the USPAS school. Funding to participate in the USPAS course will be provided by USPAS if students are registered for such course at their local university.",1,1
PHY690,Special Topics in Atomic and Optical Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY691,Computational Accelerator Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The course prepares graduate students in a comprehensive and systematic way for applying numerical methods to solve problems for which analytical methods have limitations. This knowledge will be applied to producing, collecting, analyzing and understanding numerical simulation data, and presenting and reporting results using appropriate media. This course will allow students to attain the level of knowledge needed to thrive in the field of particle accelerators, including cyclotrons, synchrotrons, storage rings, linear accelerators, colliders and industrial accelerators.",1,1
PHY692,Physics and Engineering of Large Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The course will include discussions of accelerator physics and engineering topics, and phenomena specific to large accelerators: conceptual differences in accelerator physics resulting from the large scale of accelerators, high field superconducting magnets and gigantic SRF linacs, high power RF, large cryogenic and utility systems, vibration, support structures and alignment, large computer network and real-time controls, personal safety and machine protection challenges, large UHV systems, etc. The course will use examples of prior and existing facilities (RHIC, TEVATRON, APS/NSLS II, SLAC linac, LEP, LHC, CEBAF) as well as challenges in future facilities (EIC, PIP II, FRIB, FCC, ILC, neutrino factories, and muon colliders) to emphasize their problems and to describe either existing or possible solutions.",1,1
PHY693,High Power RF Engineering,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The course starts with an essential review of the properties of low and medium power RF waves and components including transmission lines, waveguides and cavities, and then proceeds to highlight the properties and limitations under high power RF conditions. The principal deleterious effects taking place at high power levels are caused by arcing (a high peak power effect) and the ohmic dissipation in the metal walls (a high average power effect). Exceeding the power handling capacity of the RF components can result in expensive repairs. Methods of mitigating or avoiding these expensive repairs are discussed. Important applications of high power rf are discussed in depth. Finally the students are given an extended project on implementing a particle accelerator using the traditional method of placing cylindrical cavities in tandem and using the longitudinal electric field in the TM010 cavity mode to pump RF power into a particle beam and cause the desired acceleration of the charge particles.",1,1
PHY694,Plasma and Wakefield Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course provides an introduction to the physics of laser-driven and beam-driven plasma wakefield accelerators. Topics include the description of the motion of a single particle in the fields of a laser or relativistic particle beam, coupling of intense drivers to plasma waves, description of linear and nonlinear plasma waves in 1D and 3D, injection of particles into plasma waves and beam loading, as well as other advanced topics such as the directions of present research as time permits. In addition to the theoretical concepts, the students will also be introduced to the computational and experimental tools used to explore the relevant physical phenomena.",1,1
PHY695,Cryogenic Systems and their Design,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course covers fundamental aspects of cryogenics system and engineering properties of materials and fluids at low temperatures. Cryogenic heat transfer and fluid dynamics, low temperature refrigeration and system engineering, application of helium cryogenic technology to contemporary particle accelerators, detectors and sensors.

The course will address physics and engineering aspects of using helium cryogenics. It will cover fundamentals of normal and superfluid cryogenics. The course is intended for graduate students pursuing accelerator physics and graduate engineers and physicists who want to familiarize themselves with cryogenics.",1,1
PHY696,Components of Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The courses teaches students both the understanding and the practical experience of real accelerator hardware: magnets, RF cavities, vacuum chambers, controls, diagnostics, particle sources and other accelerator hardware and software. The course is taught in the control room of the Accelerator Lab in the basement of the SBU Physics department, where a state-of-the-art polarized electron gun is currently located. It will use cut-offs of real scale superconducting magnets, RF cavities, and vacuum chambers.  The course also includes a tour of operational hardware at BNL facilities",1,1
PHY698,Colloquium,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,
Delivery: 1 credit",1,1
PHY699,Dissertation Research on Campus,Graduate,1.00 - 9.00,NONE,NONE,NONE,"Independent research for Ph.D. degree candidates. Open only to students who have advanced to candidacy (G5). Major portion of research must take place on SBU campus, at Cold Spring Harbor, or at the Brookhaven National Lab. This course also includes a minimum of two hours person to person discussion of ethics and conduct in research and scholarship which addresses among others integrity in scholarship, academic honesty, authorship, plagiarism, mentoring and collaborations. These topics will be illustrated with case studies and issues that arise in current research projects.
Fall, Spring, and Summer,",1,1
PHY700,Dissertation Research off Campus - Domestic,Graduate,1.00 - 9.00,NONE,NONE,NONE,"Independent research for Ph.D. degree candidates. Open only to students who have advanced to candidacy (G5). Major portion of research will take place off-campus, but in the United States and/or U.S. provinces. Please note, Brookhaven National Labs and the Cold Spring Harbor Lab are considered on-campus.   This course also includes a minimum of two hours person to person discussion of ethics and conduct in research and scholarship which addresses among others integrity in scholarship, academic honesty, authorship, plagiarism, mentoring and collaborations.  These topics will be illustrated with case studies and issues that arise in current research projects. All international students must enroll in one of the graduate student insurance plans and should be advised by an International Advisor.",1,1
PHY800,SUMMER RESEARCH,Graduate,0.0,NONE,NONE,NONE,,1,1
